,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
601472,2008,4,11,5,1339.0,1310,1616.0,1552,7775,157.0,162.0,131.0,24.0,29.0,SEA,LAX,954,13.0,13.0,0.0,0.0,0.0,0.0,24.0
601473,2008,4,13,7,1424.0,1310,1703.0,1552,7775,159.0,162.0,133.0,71.0,74.0,SEA,LAX,954,8.0,18.0,0.0,0.0,0.0,0.0,71.0
601498,2008,4,5,6,1659.0,1620,1935.0,1902,7779,156.0,162.0,128.0,33.0,39.0,SEA,LAX,954,12.0,16.0,0.0,0.0,0.0,0.0,33.0
601501,2008,4,13,7,1741.0,1700,2018.0,1942,7779,157.0,162.0,131.0,36.0,41.0,SEA,LAX,954,12.0,14.0,0.0,0.0,0.0,0.0,36.0
620898,2008,4,19,6,1233.0,1220,1520.0,1457,6110,167.0,157.0,133.0,23.0,13.0,SEA,LAX,954,9.0,25.0,0.0,0.0,10.0,0.0,13.0
620992,2008,4,20,7,1627.0,1535,1923.0,1836,3780,116.0,121.0,91.0,47.0,52.0,SEA,SLC,689,4.0,21.0,47.0,0.0,0.0,0.0,0.0
621075,2008,4,20,7,1212.0,1158,1320.0,1303,5731,68.0,65.0,52.0,17.0,14.0,SEA,GEG,224,4.0,12.0,14.0,0.0,3.0,0.0,0.0
621760,2008,4,23,3,1209.0,1158,1318.0,1303,5731,69.0,65.0,52.0,15.0,11.0,SEA,GEG,224,3.0,14.0,0.0,0.0,4.0,0.0,11.0
622108,2008,4,24,4,822.0,800,919.0,904,5730,57.0,64.0,50.0,15.0,22.0,SEA,GEG,224,1.0,6.0,0.0,0.0,0.0,0.0,15.0
622498,2008,4,25,5,2215.0,2155,2314.0,2259,5735,59.0,64.0,50.0,15.0,20.0,SEA,GEG,224,2.0,7.0,15.0,0.0,0.0,0.0,0.0
622800,2008,4,26,6,1904.0,1840,1946.0,1929,5783,42.0,49.0,33.0,17.0,24.0,SEA,PDX,129,2.0,7.0,17.0,0.0,0.0,0.0,0.0
624243,2008,4,1,2,1213.0,1154,1322.0,1259,5731,69.0,65.0,53.0,23.0,19.0,SEA,GEG,224,5.0,11.0,0.0,0.0,4.0,0.0,19.0
624263,2008,4,1,2,1001.0,855,1057.0,947,5765,56.0,52.0,34.0,70.0,66.0,SEA,PDX,129,5.0,17.0,0.0,0.0,4.0,0.0,66.0
624840,2008,4,8,2,809.0,704,906.0,755,5797,57.0,51.0,36.0,71.0,65.0,SEA,PDX,129,4.0,17.0,0.0,0.0,6.0,0.0,65.0
625060,2008,4,9,3,720.0,710,1031.0,1014,4040,131.0,124.0,97.0,17.0,10.0,SEA,SLC,689,12.0,22.0,10.0,0.0,7.0,0.0,0.0
625916,2008,4,11,5,1853.0,1830,2144.0,2128,4019,111.0,118.0,94.0,16.0,23.0,SEA,SLC,689,7.0,10.0,0.0,0.0,0.0,0.0,16.0
625982,2008,4,11,5,1511.0,1451,1557.0,1539,5760,46.0,48.0,34.0,18.0,20.0,SEA,PDX,129,3.0,9.0,0.0,0.0,0.0,0.0,18.0
626299,2008,4,12,6,734.0,710,1040.0,1014,4040,126.0,124.0,88.0,26.0,24.0,SEA,SLC,689,26.0,12.0,24.0,0.0,2.0,0.0,0.0
627156,2008,4,15,2,1900.0,1830,2149.0,2128,4019,109.0,118.0,91.0,21.0,30.0,SEA,SLC,689,6.0,12.0,0.0,0.0,0.0,0.0,21.0
627922,2008,4,18,5,1900.0,1830,2212.0,2128,4019,132.0,118.0,109.0,44.0,30.0,SEA,SLC,689,8.0,15.0,0.0,0.0,14.0,0.0,30.0
628374,2008,4,4,5,955.0,940,1247.0,1150,55,172.0,130.0,99.0,57.0,15.0,SEA,SFO,679,14.0,59.0,0.0,0.0,57.0,0.0,0.0
628375,2008,4,6,7,1407.0,950,1607.0,1200,55,120.0,130.0,94.0,247.0,257.0,SEA,SFO,679,5.0,21.0,0.0,0.0,0.0,0.0,247.0
628378,2008,4,14,1,1030.0,940,1247.0,1150,55,137.0,130.0,109.0,57.0,50.0,SEA,SFO,679,16.0,12.0,0.0,0.0,53.0,0.0,4.0
628380,2008,4,19,6,1020.0,950,1228.0,1200,55,128.0,130.0,105.0,28.0,30.0,SEA,SFO,679,8.0,15.0,0.0,0.0,25.0,0.0,3.0
628381,2008,4,25,5,1322.0,934,1509.0,1144,55,107.0,130.0,90.0,205.0,228.0,SEA,SFO,679,4.0,13.0,205.0,0.0,0.0,0.0,0.0
628382,2008,4,27,7,1057.0,950,1318.0,1200,55,141.0,130.0,99.0,78.0,67.0,SEA,SFO,679,8.0,34.0,57.0,0.0,11.0,0.0,10.0
628383,2008,4,29,2,958.0,934,1214.0,1144,55,136.0,130.0,102.0,30.0,24.0,SEA,SFO,679,4.0,30.0,0.0,0.0,30.0,0.0,0.0
629603,2008,4,3,4,1536.0,1406,2120.0,2003,200,224.0,237.0,203.0,77.0,90.0,SEA,ORD,1721,11.0,10.0,0.0,0.0,0.0,0.0,77.0
629604,2008,4,4,5,1426.0,1406,2025.0,2003,200,239.0,237.0,198.0,22.0,20.0,SEA,ORD,1721,25.0,16.0,6.0,0.0,2.0,0.0,14.0
629606,2008,4,6,7,1448.0,1410,2027.0,2007,200,219.0,237.0,203.0,20.0,38.0,SEA,ORD,1721,5.0,11.0,0.0,0.0,0.0,0.0,20.0
629607,2008,4,9,3,1431.0,1406,2022.0,2003,200,231.0,237.0,206.0,19.0,25.0,SEA,ORD,1721,8.0,17.0,0.0,0.0,0.0,0.0,19.0
629608,2008,4,10,4,1650.0,1406,2314.0,2003,200,264.0,237.0,227.0,191.0,164.0,SEA,ORD,1721,7.0,30.0,0.0,0.0,43.0,0.0,148.0
629609,2008,4,11,5,1527.0,1406,2124.0,2003,200,237.0,237.0,213.0,81.0,81.0,SEA,ORD,1721,4.0,20.0,0.0,0.0,79.0,0.0,2.0
629610,2008,4,16,3,1418.0,1406,2021.0,2003,200,243.0,237.0,202.0,18.0,12.0,SEA,ORD,1721,6.0,35.0,0.0,0.0,15.0,0.0,3.0
629612,2008,4,21,1,1454.0,1406,2038.0,2003,200,224.0,237.0,199.0,35.0,48.0,SEA,ORD,1721,16.0,9.0,0.0,0.0,0.0,0.0,35.0
629614,2008,4,28,1,1433.0,1406,2033.0,2003,200,240.0,237.0,202.0,30.0,27.0,SEA,ORD,1721,11.0,27.0,0.0,0.0,8.0,0.0,22.0
630150,2008,4,16,3,1327.0,1253,2123.0,2050,260,296.0,297.0,268.0,33.0,34.0,SEA,IAD,2306,13.0,15.0,0.0,0.0,0.0,0.0,33.0
630152,2008,4,25,5,1345.0,1253,2148.0,2050,260,303.0,297.0,284.0,58.0,52.0,SEA,IAD,2306,4.0,15.0,0.0,0.0,6.0,0.0,52.0
630159,2008,4,1,2,20.0,2315,741.0,710,262,261.0,295.0,245.0,31.0,65.0,SEA,IAD,2306,5.0,11.0,3.0,0.0,0.0,0.0,28.0
630160,2008,4,2,3,157.0,2315,942.0,710,262,285.0,295.0,264.0,152.0,162.0,SEA,IAD,2306,10.0,11.0,29.0,0.0,0.0,0.0,123.0
630161,2008,4,3,4,45.0,2315,825.0,710,262,280.0,295.0,260.0,75.0,90.0,SEA,IAD,2306,8.0,12.0,0.0,0.0,0.0,0.0,75.0
630162,2008,4,4,5,2325.0,2315,728.0,710,262,303.0,295.0,270.0,18.0,10.0,SEA,IAD,2306,9.0,24.0,0.0,0.0,8.0,0.0,10.0
630165,2008,4,8,2,2353.0,2315,745.0,710,262,292.0,295.0,272.0,35.0,38.0,SEA,IAD,2306,8.0,12.0,0.0,0.0,0.0,0.0,35.0
630166,2008,4,9,3,2349.0,2315,738.0,710,262,289.0,295.0,267.0,28.0,34.0,SEA,IAD,2306,11.0,11.0,7.0,0.0,0.0,0.0,21.0
630167,2008,4,10,4,133.0,2315,923.0,710,262,290.0,295.0,272.0,133.0,138.0,SEA,IAD,2306,5.0,13.0,0.0,0.0,0.0,0.0,133.0
630168,2008,4,11,5,2329.0,2315,737.0,710,262,308.0,295.0,270.0,27.0,14.0,SEA,IAD,2306,15.0,23.0,0.0,0.0,13.0,0.0,14.0
630170,2008,4,20,7,102.0,2315,857.0,710,262,295.0,295.0,275.0,107.0,107.0,SEA,IAD,2306,9.0,11.0,41.0,0.0,0.0,0.0,66.0
630171,2008,4,22,2,2353.0,2315,730.0,710,262,277.0,295.0,255.0,20.0,38.0,SEA,IAD,2306,9.0,13.0,0.0,0.0,0.0,0.0,20.0
630172,2008,4,24,4,2353.0,2315,744.0,710,262,291.0,295.0,270.0,34.0,38.0,SEA,IAD,2306,8.0,13.0,7.0,0.0,0.0,0.0,27.0
630174,2008,4,27,7,11.0,2315,756.0,710,262,285.0,295.0,266.0,46.0,56.0,SEA,IAD,2306,7.0,12.0,5.0,0.0,0.0,0.0,41.0
630175,2008,4,28,1,2349.0,2315,748.0,710,262,299.0,295.0,274.0,38.0,34.0,SEA,IAD,2306,6.0,19.0,0.0,0.0,4.0,0.0,34.0
630176,2008,4,29,2,2341.0,2315,740.0,710,262,299.0,295.0,269.0,30.0,26.0,SEA,IAD,2306,11.0,19.0,0.0,0.0,9.0,0.0,21.0
630427,2008,4,6,7,1602.0,1523,1943.0,1903,288,161.0,160.0,135.0,40.0,39.0,SEA,DEN,1024,7.0,19.0,0.0,0.0,1.0,0.0,39.0
630428,2008,4,8,2,1710.0,1525,2057.0,1905,288,167.0,160.0,136.0,112.0,105.0,SEA,DEN,1024,10.0,21.0,105.0,0.0,7.0,0.0,0.0
630430,2008,4,10,4,1544.0,1525,1920.0,1905,288,156.0,160.0,130.0,15.0,19.0,SEA,DEN,1024,13.0,13.0,0.0,0.0,0.0,0.0,15.0
630432,2008,4,15,2,1613.0,1525,1938.0,1905,288,145.0,160.0,127.0,33.0,48.0,SEA,DEN,1024,7.0,11.0,0.0,0.0,0.0,0.0,33.0
630435,2008,4,22,2,1646.0,1525,2008.0,1905,288,142.0,160.0,128.0,63.0,81.0,SEA,DEN,1024,7.0,7.0,40.0,0.0,0.0,0.0,23.0
630436,2008,4,27,7,1600.0,1525,1926.0,1905,288,146.0,160.0,128.0,21.0,35.0,SEA,DEN,1024,7.0,11.0,0.0,0.0,0.0,0.0,21.0
631067,2008,4,1,2,1222.0,1111,1803.0,1705,352,221.0,234.0,193.0,58.0,71.0,SEA,ORD,1721,9.0,19.0,0.0,0.0,0.0,0.0,58.0
631068,2008,4,3,4,1135.0,1111,1734.0,1705,352,239.0,234.0,211.0,29.0,24.0,SEA,ORD,1721,8.0,20.0,24.0,0.0,5.0,0.0,0.0
631069,2008,4,10,4,1145.0,1111,1808.0,1705,352,263.0,234.0,241.0,63.0,34.0,SEA,ORD,1721,6.0,16.0,0.0,0.0,29.0,0.0,34.0
631070,2008,4,13,7,1151.0,1106,1738.0,1700,352,227.0,234.0,201.0,38.0,45.0,SEA,ORD,1721,7.0,19.0,0.0,0.0,0.0,0.0,38.0
631073,2008,4,30,3,1206.0,1116,1739.0,1710,352,213.0,234.0,196.0,29.0,50.0,SEA,ORD,1721,5.0,12.0,0.0,0.0,0.0,0.0,29.0
631120,2008,4,10,4,1510.0,1417,1844.0,1752,356,154.0,155.0,135.0,52.0,53.0,SEA,DEN,1024,7.0,12.0,0.0,0.0,0.0,0.0,52.0
631121,2008,4,11,5,1454.0,1417,1823.0,1752,356,149.0,155.0,129.0,31.0,37.0,SEA,DEN,1024,9.0,11.0,0.0,0.0,0.0,0.0,31.0
631124,2008,4,16,3,1423.0,1405,1802.0,1740,356,159.0,155.0,135.0,22.0,18.0,SEA,DEN,1024,8.0,16.0,0.0,0.0,4.0,0.0,18.0
631125,2008,4,18,5,1440.0,1405,1802.0,1740,356,142.0,155.0,123.0,22.0,35.0,SEA,DEN,1024,7.0,12.0,0.0,0.0,0.0,0.0,22.0
631126,2008,4,21,1,1440.0,1405,1821.0,1740,356,161.0,155.0,120.0,41.0,35.0,SEA,DEN,1024,8.0,33.0,20.0,0.0,6.0,0.0,15.0
631127,2008,4,22,2,1450.0,1405,1816.0,1740,356,146.0,155.0,128.0,36.0,45.0,SEA,DEN,1024,6.0,12.0,12.0,0.0,0.0,0.0,24.0
631130,2008,4,30,3,1427.0,1417,1813.0,1752,356,166.0,155.0,123.0,21.0,10.0,SEA,DEN,1024,27.0,16.0,0.0,0.0,16.0,0.0,5.0
631472,2008,4,24,4,942.0,700,1306.0,1047,386,144.0,167.0,131.0,139.0,162.0,SEA,DEN,1024,4.0,9.0,139.0,0.0,0.0,0.0,0.0
634632,2008,4,19,6,1041.0,600,1405.0,940,696,144.0,160.0,127.0,265.0,281.0,SEA,DEN,1024,5.0,12.0,265.0,0.0,0.0,0.0,0.0
634682,2008,4,1,2,2014.0,1820,2242.0,2101,703,148.0,161.0,128.0,101.0,114.0,SEA,LAX,954,7.0,13.0,0.0,0.0,0.0,0.0,101.0
634683,2008,4,2,3,1827.0,1818,2116.0,2059,703,169.0,161.0,134.0,17.0,9.0,SEA,LAX,954,13.0,22.0,0.0,0.0,8.0,0.0,9.0
634684,2008,4,3,4,1901.0,1818,2143.0,2059,703,162.0,161.0,133.0,44.0,43.0,SEA,LAX,954,11.0,18.0,0.0,0.0,1.0,0.0,43.0
634690,2008,4,25,5,1946.0,1835,2210.0,2116,703,144.0,161.0,120.0,54.0,71.0,SEA,LAX,954,12.0,12.0,0.0,0.0,0.0,0.0,54.0
634692,2008,4,28,1,2034.0,1835,2312.0,2116,703,158.0,161.0,130.0,116.0,119.0,SEA,LAX,954,12.0,16.0,0.0,0.0,0.0,0.0,116.0
634693,2008,4,29,2,1930.0,1835,2210.0,2116,703,160.0,161.0,131.0,54.0,55.0,SEA,LAX,954,11.0,18.0,0.0,0.0,0.0,0.0,54.0
635032,2008,4,6,7,1737.0,1620,2055.0,1955,742,138.0,155.0,122.0,60.0,77.0,SEA,DEN,1024,5.0,11.0,0.0,43.0,0.0,0.0,17.0
635034,2008,4,14,1,1755.0,1620,2148.0,2000,742,173.0,160.0,148.0,108.0,95.0,SEA,DEN,1024,10.0,15.0,0.0,0.0,13.0,0.0,95.0
635128,2008,4,27,7,2353.0,2345,551.0,529,754,238.0,224.0,211.0,22.0,8.0,SEA,ORD,1721,10.0,17.0,8.0,0.0,14.0,0.0,0.0
635220,2008,4,2,3,1224.0,1156,1423.0,1402,764,119.0,126.0,96.0,21.0,28.0,SEA,SFO,679,6.0,17.0,0.0,0.0,0.0,0.0,21.0
635221,2008,4,3,4,1409.0,1156,1559.0,1402,764,110.0,126.0,96.0,117.0,133.0,SEA,SFO,679,4.0,10.0,11.0,0.0,0.0,0.0,106.0
635223,2008,4,6,7,1208.0,1156,1436.0,1402,764,148.0,126.0,117.0,34.0,12.0,SEA,SFO,679,6.0,25.0,8.0,0.0,22.0,0.0,4.0
635225,2008,4,11,5,1254.0,1156,1450.0,1402,764,116.0,126.0,97.0,48.0,58.0,SEA,SFO,679,6.0,13.0,21.0,0.0,0.0,0.0,27.0
635226,2008,4,12,6,1354.0,1324,1552.0,1530,764,118.0,126.0,98.0,22.0,30.0,SEA,SFO,679,6.0,14.0,0.0,0.0,0.0,0.0,22.0
635227,2008,4,13,7,1729.0,1156,1943.0,1402,764,134.0,126.0,110.0,341.0,333.0,SEA,SFO,679,6.0,18.0,0.0,0.0,8.0,0.0,333.0
635283,2008,4,2,3,702.0,645,947.0,920,771,165.0,155.0,135.0,27.0,17.0,SEA,LAX,954,15.0,15.0,17.0,0.0,10.0,0.0,0.0
635440,2008,4,3,4,1359.0,1333,1727.0,1708,798,148.0,155.0,128.0,19.0,26.0,SEA,DEN,1024,7.0,13.0,19.0,0.0,0.0,0.0,0.0
635445,2008,4,10,4,1345.0,1333,1725.0,1708,798,160.0,155.0,134.0,17.0,12.0,SEA,DEN,1024,9.0,17.0,0.0,0.0,7.0,0.0,10.0
635449,2008,4,29,2,1418.0,1333,1748.0,1708,798,150.0,155.0,128.0,40.0,45.0,SEA,DEN,1024,9.0,13.0,0.0,0.0,0.0,0.0,40.0
635578,2008,4,4,5,735.0,720,1024.0,933,821,169.0,133.0,132.0,51.0,15.0,SEA,SFO,679,4.0,33.0,0.0,0.0,51.0,0.0,0.0
635579,2008,4,6,7,730.0,720,952.0,930,821,142.0,130.0,104.0,22.0,10.0,SEA,SFO,679,6.0,32.0,0.0,0.0,13.0,0.0,9.0
635580,2008,4,14,1,916.0,720,1133.0,933,821,137.0,133.0,117.0,120.0,116.0,SEA,SFO,679,10.0,10.0,0.0,0.0,120.0,0.0,0.0
635581,2008,4,18,5,727.0,720,1014.0,933,821,167.0,133.0,105.0,41.0,7.0,SEA,SFO,679,4.0,58.0,0.0,0.0,41.0,0.0,0.0
635584,2008,4,29,2,813.0,714,1019.0,927,821,126.0,133.0,105.0,52.0,59.0,SEA,SFO,679,4.0,17.0,52.0,0.0,0.0,0.0,0.0
635955,2008,4,1,2,1141.0,1115,1508.0,1450,876,147.0,155.0,122.0,18.0,26.0,SEA,DEN,1024,7.0,18.0,11.0,0.0,0.0,0.0,7.0
635957,2008,4,3,4,1223.0,1120,1558.0,1455,876,155.0,155.0,133.0,63.0,63.0,SEA,DEN,1024,8.0,14.0,6.0,0.0,0.0,0.0,57.0
635960,2008,4,10,4,1144.0,1117,1520.0,1452,876,156.0,155.0,133.0,28.0,27.0,SEA,DEN,1024,8.0,15.0,0.0,0.0,1.0,0.0,27.0
635965,2008,4,22,2,1214.0,1117,1544.0,1452,876,150.0,155.0,127.0,52.0,57.0,SEA,DEN,1024,5.0,18.0,0.0,0.0,0.0,0.0,52.0
635967,2008,4,24,4,1202.0,1120,1537.0,1455,876,155.0,155.0,129.0,42.0,42.0,SEA,DEN,1024,6.0,20.0,26.0,0.0,0.0,0.0,16.0
636243,2008,4,6,7,1102.0,735,1907.0,1532,916,305.0,297.0,273.0,215.0,207.0,SEA,IAD,2306,14.0,18.0,0.0,0.0,8.0,0.0,207.0
636244,2008,4,9,3,832.0,735,1603.0,1532,916,271.0,297.0,251.0,31.0,57.0,SEA,IAD,2306,5.0,15.0,31.0,0.0,0.0,0.0,0.0
636658,2008,4,6,7,1035.0,755,1641.0,1349,958,246.0,234.0,221.0,172.0,160.0,SEA,ORD,1721,14.0,11.0,0.0,0.0,12.0,0.0,160.0
636660,2008,4,11,5,1139.0,816,1745.0,1410,958,246.0,234.0,224.0,215.0,203.0,SEA,ORD,1721,5.0,17.0,0.0,0.0,15.0,0.0,200.0
636663,2008,4,26,6,922.0,812,1457.0,1406,958,215.0,234.0,200.0,51.0,70.0,SEA,ORD,1721,3.0,12.0,0.0,0.0,0.0,0.0,51.0
636664,2008,4,29,2,823.0,816,1439.0,1410,958,256.0,234.0,201.0,29.0,7.0,SEA,ORD,1721,12.0,43.0,7.0,0.0,22.0,0.0,0.0
636817,2008,4,12,6,1349.0,1320,1735.0,1619,1051,406.0,359.0,386.0,76.0,29.0,SEA,HNL,2677,6.0,14.0,29.0,0.0,47.0,0.0,0.0
636983,2008,4,7,1,1821.0,1728,2018.0,1932,1139,117.0,124.0,101.0,46.0,53.0,SEA,SFO,679,4.0,12.0,0.0,0.0,0.0,0.0,46.0
636984,2008,4,9,3,1915.0,1728,2100.0,1932,1139,105.0,124.0,90.0,88.0,107.0,SEA,SFO,679,6.0,9.0,0.0,0.0,0.0,0.0,88.0
636991,2008,4,23,3,1804.0,1728,1959.0,1932,1139,115.0,124.0,100.0,27.0,36.0,SEA,SFO,679,5.0,10.0,8.0,0.0,0.0,0.0,19.0
636994,2008,4,28,1,1819.0,1728,2025.0,1932,1139,126.0,124.0,115.0,53.0,51.0,SEA,SFO,679,2.0,9.0,0.0,0.0,2.0,0.0,51.0
637270,2008,4,5,6,1707.0,1620,1944.0,1900,1175,157.0,160.0,132.0,44.0,47.0,SEA,LAX,954,11.0,14.0,0.0,0.0,0.0,0.0,44.0
637366,2008,4,2,3,1637.0,1523,1832.0,1729,1187,115.0,126.0,98.0,63.0,74.0,SEA,SFO,679,4.0,13.0,0.0,0.0,0.0,0.0,63.0
637372,2008,4,14,1,1605.0,1523,1811.0,1729,1187,126.0,126.0,101.0,42.0,42.0,SEA,SFO,679,5.0,20.0,0.0,42.0,0.0,0.0,0.0
637375,2008,4,25,5,1624.0,1538,1823.0,1744,1187,119.0,126.0,96.0,39.0,46.0,SEA,SFO,679,5.0,18.0,8.0,0.0,0.0,0.0,31.0
637376,2008,4,29,2,1609.0,1523,1759.0,1729,1187,110.0,126.0,94.0,30.0,46.0,SEA,SFO,679,4.0,12.0,30.0,0.0,0.0,0.0,0.0
637836,2008,4,4,5,2009.0,1852,2159.0,2101,1237,110.0,129.0,94.0,58.0,77.0,SEA,SFO,679,5.0,11.0,0.0,0.0,0.0,0.0,58.0
637837,2008,4,6,7,2008.0,1852,2206.0,2101,1237,118.0,129.0,100.0,65.0,76.0,SEA,SFO,679,5.0,13.0,0.0,0.0,0.0,0.0,65.0
637841,2008,4,12,6,2013.0,1920,2213.0,2129,1237,120.0,129.0,104.0,44.0,53.0,SEA,SFO,679,5.0,11.0,0.0,0.0,0.0,0.0,44.0
637842,2008,4,13,7,2009.0,1852,2219.0,2101,1237,130.0,129.0,112.0,78.0,77.0,SEA,SFO,679,4.0,14.0,0.0,0.0,1.0,0.0,77.0
637843,2008,4,14,1,1947.0,1852,2158.0,2101,1237,131.0,129.0,116.0,57.0,55.0,SEA,SFO,679,4.0,11.0,0.0,0.0,2.0,0.0,55.0
637846,2008,4,18,5,1923.0,1852,2125.0,2101,1237,122.0,129.0,101.0,24.0,31.0,SEA,SFO,679,9.0,12.0,0.0,0.0,0.0,0.0,24.0
637847,2008,4,19,6,1959.0,1920,2147.0,2129,1237,108.0,129.0,91.0,18.0,39.0,SEA,SFO,679,3.0,14.0,0.0,0.0,0.0,0.0,18.0
637848,2008,4,20,7,2046.0,1852,2236.0,2101,1237,110.0,129.0,93.0,95.0,114.0,SEA,SFO,679,4.0,13.0,0.0,0.0,0.0,0.0,95.0
637849,2008,4,21,1,2039.0,1852,2250.0,2101,1237,131.0,129.0,106.0,109.0,107.0,SEA,SFO,679,8.0,17.0,0.0,0.0,2.0,0.0,107.0
637851,2008,4,25,5,1946.0,1852,2135.0,2101,1237,109.0,129.0,95.0,34.0,54.0,SEA,SFO,679,3.0,11.0,6.0,0.0,0.0,0.0,28.0
637852,2008,4,30,3,2040.0,1852,2224.0,2101,1237,104.0,129.0,87.0,83.0,108.0,SEA,SFO,679,3.0,14.0,0.0,0.0,0.0,0.0,83.0
640270,2008,4,1,2,225.0,2230,957.0,609,1548,272.0,279.0,252.0,228.0,235.0,SEA,CLT,2279,7.0,13.0,0.0,0.0,0.0,0.0,228.0
640522,2008,4,2,3,2255.0,2230,648.0,609,1548,293.0,279.0,269.0,39.0,25.0,SEA,CLT,2279,13.0,11.0,25.0,0.0,14.0,0.0,0.0
640523,2008,4,2,3,1155.0,840,1949.0,1640,752,294.0,300.0,272.0,189.0,195.0,SEA,PHL,2378,4.0,18.0,189.0,0.0,0.0,0.0,0.0
640835,2008,4,3,4,848.0,840,1701.0,1640,752,313.0,300.0,282.0,21.0,8.0,SEA,PHL,2378,13.0,18.0,8.0,0.0,13.0,0.0,0.0
640836,2008,4,3,4,1215.0,1125,1526.0,1418,592,191.0,173.0,149.0,68.0,50.0,SEA,PHX,1107,10.0,32.0,7.0,0.0,18.0,0.0,43.0
641336,2008,4,4,5,2243.0,2230,636.0,609,1548,293.0,279.0,275.0,27.0,13.0,SEA,CLT,2279,5.0,13.0,13.0,0.0,14.0,0.0,0.0
641337,2008,4,4,5,2107.0,2034,2323.0,2301,532,136.0,147.0,112.0,22.0,33.0,SEA,LAS,866,3.0,21.0,16.0,0.0,0.0,0.0,6.0
641628,2008,4,5,6,2243.0,2230,628.0,609,1548,285.0,279.0,265.0,19.0,13.0,SEA,CLT,2279,8.0,12.0,13.0,0.0,6.0,0.0,0.0
641629,2008,4,5,6,2100.0,2034,2321.0,2301,193,141.0,147.0,113.0,20.0,26.0,SEA,LAS,866,8.0,20.0,5.0,0.0,0.0,0.0,15.0
641630,2008,4,5,6,1710.0,1455,2000.0,1743,500,170.0,168.0,140.0,137.0,135.0,SEA,PHX,1107,8.0,22.0,135.0,0.0,2.0,0.0,0.0
641631,2008,4,5,6,1145.0,1125,1435.0,1418,592,170.0,173.0,144.0,17.0,20.0,SEA,PHX,1107,8.0,18.0,17.0,0.0,0.0,0.0,0.0
641965,2008,4,6,7,2251.0,2240,658.0,642,1532,307.0,302.0,287.0,16.0,11.0,SEA,PHL,2378,5.0,15.0,10.0,0.0,5.0,0.0,1.0
641966,2008,4,6,7,2351.0,1755,217.0,2042,72,146.0,167.0,126.0,335.0,356.0,SEA,PHX,1107,6.0,14.0,0.0,0.0,0.0,0.0,335.0
642238,2008,4,7,1,2300.0,2225,650.0,616,1548,290.0,291.0,264.0,34.0,35.0,SEA,CLT,2279,9.0,17.0,0.0,0.0,0.0,34.0,0.0
643375,2008,4,11,5,836.0,800,1049.0,1027,293,133.0,147.0,117.0,22.0,36.0,SEA,LAS,866,4.0,12.0,22.0,0.0,0.0,0.0,0.0
643376,2008,4,11,5,25.0,2240,828.0,642,1532,303.0,302.0,291.0,106.0,105.0,SEA,PHL,2378,3.0,9.0,0.0,0.0,1.0,0.0,105.0
643377,2008,4,11,5,1523.0,1455,1811.0,1741,616,168.0,166.0,148.0,30.0,28.0,SEA,PHX,1107,6.0,14.0,28.0,0.0,2.0,0.0,0.0
643648,2008,4,12,6,955.0,842,1806.0,1650,752,311.0,308.0,293.0,76.0,73.0,SEA,PHL,2378,4.0,14.0,73.0,0.0,3.0,0.0,0.0
643649,2008,4,12,6,1845.0,1755,2126.0,2042,72,161.0,167.0,143.0,44.0,50.0,SEA,PHX,1107,4.0,14.0,44.0,0.0,0.0,0.0,0.0
643650,2008,4,12,6,1535.0,1455,1809.0,1741,74,154.0,166.0,141.0,28.0,40.0,SEA,PHX,1107,2.0,11.0,28.0,0.0,0.0,0.0,0.0
643898,2008,4,13,7,1922.0,1755,2204.0,2042,72,162.0,167.0,146.0,82.0,87.0,SEA,PHX,1107,4.0,12.0,46.0,0.0,0.0,0.0,36.0
644142,2008,4,14,1,2309.0,2225,705.0,616,1548,296.0,291.0,277.0,49.0,44.0,SEA,CLT,2279,6.0,13.0,0.0,0.0,5.0,0.0,44.0
644143,2008,4,14,1,1144.0,1125,1453.0,1417,592,189.0,172.0,166.0,36.0,19.0,SEA,PHX,1107,6.0,17.0,19.0,0.0,17.0,0.0,0.0
645369,2008,4,20,7,36.0,2225,820.0,616,1548,284.0,291.0,267.0,124.0,131.0,SEA,CLT,2279,4.0,13.0,124.0,0.0,0.0,0.0,0.0
645371,2008,4,20,7,1151.0,842,2004.0,1650,752,313.0,308.0,290.0,194.0,189.0,SEA,PHL,2378,7.0,16.0,189.0,0.0,5.0,0.0,0.0
645372,2008,4,20,7,6.0,2240,817.0,642,1532,311.0,302.0,289.0,95.0,86.0,SEA,PHL,2378,9.0,13.0,1.0,0.0,9.0,0.0,85.0
645603,2008,4,21,1,2050.0,2034,2318.0,2301,532,148.0,147.0,119.0,17.0,16.0,SEA,LAS,866,5.0,24.0,0.0,0.0,1.0,0.0,16.0
645604,2008,4,21,1,935.0,842,1754.0,1650,752,319.0,308.0,298.0,64.0,53.0,SEA,PHL,2378,4.0,17.0,53.0,0.0,11.0,0.0,0.0
645605,2008,4,21,1,1914.0,1755,2203.0,2042,72,169.0,167.0,144.0,81.0,79.0,SEA,PHX,1107,5.0,20.0,0.0,0.0,2.0,0.0,79.0
